Lp.;Wybór;Nazwa jaskini;Kod;Dł.;Den.;Gł.;Przew.;Zaznacz wszystkieOdznacz wszystkie Exportuj zaznaczone 
274;;JASKINIA GOŚCINNA;K.Pr-01.17;13.00;4.00;4.00;0.00;Szczegóły
275;;JASKINIA GÓRNA;K.Bn-09.51;18.00;4.00;4.00;0.00;Szczegóły
276;;JASKINIA GÓRNA W NASICZNEM;K.Bsz-02.01;28.00;6.00;6.00;0.00;Szczegóły
277;;JASKINIA GRABOWA;K.Bs-04.44;48.00;9.10;9.10;0.00;Szczegóły GPS
278;;JASKINIA H.K.;K.Bs-02.74;25.00;0.00;0.00;0.00;Szczegóły GPS
279;;JASKINIA HIEROGLIFOWA W ŁYSINIE;K.Bż-05.24;6.00;1.50;1.50;0.00;Szczegóły GPS
280;;JASKINIA HUCZĄCEGO GŁAZU;K.Bs-03.187;10.00;0.00;0.00;0.00;Szczegóły
281;;JASKINIA II W GAŃCZORCE;K.Bs-02. 04;6.00;0.00;0.00;0.00;Szczegóły
282;;JASKINIA JASNA;K.Bs-02.53;8.00;0.00;0.00;0.00;Szczegóły GPS
283;;JASKINIA JAWORNICKA;K.Bsz-02.13;11.00;3.00;0.00;3.00;Szczegóły
284;;JASKINIA JAWOROWA;K.Bs-04.187;10.00;5.00;0.00;0.00;Szczegóły
285;;JASKINIA KACZA;K.Bn-09.40;49.00;8.00;8.00;0.00;Szczegóły
286;;JASKINIA KAJ CAP WPOD;K.Bs-03.96;4.00;2.40;2.40;0.00;Szczegóły
287;;JASKINIA KAJ KÓŃ WPOD;K.Bs-03.97;7.50;4.00;4.00;0.00;Szczegóły
288;;JASKINIA KAJ PIORUN WPADŁ;K.Bs-04.196 X;200.00;0.00;0.00;0.00;Szczegóły
289;;JASKINIA KAMIENNA;K.Bs-03.177;13.90;0.00;0.00;0.00;Szczegóły GPS
290;;JASKINIA KAMIENNE STUDZIENKI;K.Bs-02.132 X;11.00;3.00;3.00;0.00;Szczegóły GPS
291;;JASKINIA KAMIENNE STUDZIENKI;K.Bs-03.168;5.90;2.60;2.60;0.00;Szczegóły
292;;JASKINIA KAMIENNEJ RZEŹBY;K.Bsd-02.20;12.00;7.00;7.00;0.00;Szczegóły
293;;JASKINIA KAROLKI;K.Bs-02.149;7.50;2.50;2.50;0.00;Szczegóły GPS
294;;JASKINIA KICZORSKA;K.G-01.16;11.00;5.00;5.00;0.00;Szczegóły
295;;JASKINIA KIEŁ;K.Bs-03.193;18.00;5.90;5.90;0.00;Szczegóły
296;;JASKINIA KILANOWSKA (JASKINIA L-19);K.Bn-09.30;15.00;3.00;3.00;0.00;Szczegóły
297;;JASKINIA KLUBOWA;K.Bn-09.71;9.00;2.50;2.00;0.50;Szczegóły
298;;JASKINIA KOKONOWA;K.Bs-03. 68;77.40;10.40;10.40;0.00;Szczegóły GPS
299;;JASKINIA KOLE NACIEKOWEJ;K.Bs-03.134;18.00;5.70;5.70;0.00;Szczegóły
300;;JASKINIA KOŁKOWA;K.Bs-04.136;40.00;6.00;6.00;0.00;Szczegóły GPS
301;;JASKINIA KOŁO KŁA;K.Bs-03.199;18.00;7.40;7.40;0.00;Szczegóły
302;;JASKINIA KOŁO RYTU;K.Bs-04.182;19.00;4.80;4.80;0.00;Szczegóły
303;;JASKINIA KOMONIECKIEGO;K.Bm-02.14;17.00;0.00;0.00;0.00;Szczegóły GPS
304;;JASKINIA KONTAKTOWA;K.Bs-03.223;6.00;3.20;3.20;0.00;Szczegóły
305;;JASKINIA KOPISTE;K.Bż-05.03;34.00;5.70;0.00;0.00;Szczegóły GPS
306;;JASKINIA KOTULI;K.Bn-07.20;6.00;1.30;1.30;0.00;Szczegóły
307;;JASKINIA KOZIAŃSKA;K.Bm-01.03 N;3.50;0.00;0.00;0.00;Szczegóły
308;;JASKINIA KRÓTKA;K.Pc-01.04;10.00;0.00;0.00;0.00;Szczegóły
309;;JASKINIA KRUCHA W KOŚCIELCU;K.Bs-03.115;8.00;1.80;1.80;0.00;Szczegóły GPS
310;;JASKINIA KRUCHY KOMIN;K.Pr-02.07;20.00;11.50;11.50;0.00;Szczegóły GPS
311;;JASKINIA KRUPOWA NA OKRĄGLICY;K.Bż-05.33;18.00;3.00;3.00;0.00;Szczegóły
312;;JASKINIA KRZANOWSKIEGO;K.Bn-09.54;15.00;3.00;3.00;0.00;Szczegóły
313;;JASKINIA KSIĘŻYCOWA;K.Bn-10.22;8.50;2.70;2.70;0.00;Szczegóły
314;;JASKINIA KUDŁATYCH MYŚLI;K.Bs-04.128;110.00;12.00;12.00;0.00;Szczegóły
315;;JASKINIA KWADRATOWA;K.Bs-03.209;12.00;4.80;4.80;0.00;Szczegóły GPS
316;;JASKINIA L-22;K.Bn-09.26 N;10.00;0.00;0.00;0.00;Szczegóły
317;;JASKINIA L-24;K.Bn-09.27 N;10.00;0.00;0.00;0.00;Szczegóły
318;;JASKINIA LATAJĄCYCH KAMIENI;K.Bw-04.10;150.00;15.00;15.00;0.00;Szczegóły GPS
319;;JASKINIA LESSOWA NA MARESZCE;K.Bn-05.34;14.30;2.80;2.80;0.00;Szczegóły
320;;JASKINIA LISIA;K.Bmk-03.02;5.00;3.00;0.00;0.00;Szczegóły GPS
321;;JASKINIA LISIA;K.Bs-03. 23;3.50;0.00;0.00;0.00;Szczegóły GPS
322;;JASKINIA LISIA JAMA;K.Bs-04. 21;5.00;0.00;0.00;0.00;Szczegóły GPS
323;;JASKINIA LODOWA CZARNE DZIAŁY;K.Bm-02.10;12.00;4.00;4.00;0.00;Szczegóły GPS
324;;JASKINIA LODOWA W SZCZYRKU;K.Bs-04. 20;32.00;4.00;4.00;0.00;Szczegóły GPS
325;;JASKINIA LODOWA W ZAMCZYSKU;K.Bm-02.25;59.00;10.00;10.00;0.00;Szczegóły GPS
326;;JASKINIA LODOWYCH STALAKTYTÓW;K.Bż-05.23;5.50;2.50;2.50;0.00;Szczegóły GPS
327;;JASKINIA LOTNYCH PIASKÓW;K.Bs-04.185;700.00;18.00;18.00;0.00;Szczegóły GPS
328;;JASKINIA ŁOPUSZAŃSKA;K.G-01.19;14.00;4.00;4.00;0.00;Szczegóły
329;;JASKINIA MAGDY;K.Bm-02.53;4.00;1.00;1.00;0.00;Szczegóły GPS
330;;JASKINIA MAKSYMILIANA;K.Bn-09.75;11.00;3.00;3.00;0.00;Szczegóły
331;;JASKINIA MALINKA;K.Bs-03.32;16.00;0.00;0.00;0.00;Szczegóły
332;;JASKINIA MALINOWSKA;K.Bs-03.31;249.50;23.20;23.20;0.00;Szczegóły GPS
333;;JASKINIA MAŁA NIEDŹWIEDZIA;K.Bsd-02.27;4.00;3.00;3.00;0.00;Szczegóły GPS
334;;JASKINIA MECHOWA;K.Bż-05.27;18.00;1.50;1.50;0.00;Szczegóły GPS
335;;JASKINIA MEDYKÓW;K.Bs-02.08;25.00;0.00;0.00;0.00;Szczegóły GPS
336;;JASKINIA Medyków;K.Bs-02.09;78.50;8.50;8.50;0.00;Szczegóły GPS
337;;JASKINIA METEOWYCH MĘK W MŁODNIKU;K.Bs-04.126 X;150.00;10.00;10.00;0.00;Szczegóły
338;;JASKINIA MIECHARSKA;K.Bs-03.77;1838.00;56.30;54.50;1.80;Szczegóły GPS
339;;JASKINIA MIĘDZY ŚWIERKAMI W OKRĄGLICY;K.Bż-05.31;7.00;2.00;2.00;0.00;Szczegóły GPS
340;;JASKINIA MINIPŁYTOWA;K.Bs-03.225;6.50;2.20;2.20;0.00;Szczegóły
341;;JASKINIA MODYŃSKA;K.Bw-02.33 N;0.00;0.00;0.00;0.00;Szczegóły
342;;JASKINIA MROCZNA;K.Bn-05.01;198.00;15.50;15.50;0.00;Szczegóły
343;;JASKINIA NA CHÓRZE;K.Bs-03.191 N;43.00;9.20;9.20;0.00;Szczegóły
344;;JASKINIA NA CHÓRZE II;K.Bs-03.192 X;17.00;4.90;4.90;0.00;Szczegóły
345;;JASKINIA NA GÓRZE;K.Ps-01.02;8.00;0.78;0.78;0.00;Szczegóły GPS
346;;JASKINIA NA HARAPUCIU;K.Bs-04.111 X;16.50;0.00;0.00;0.00;Szczegóły
347;;JASKINIA NA HARAPUCIU;K.Bs-03.139;16.50;4.00;4.00;0.00;Szczegóły
348;;JASKINIA NA WIERZCHOWINIE I;K.Bn-10.03;22.00;5.00;5.00;0.00;Szczegóły
349;;JASKINIA NA WIERZCHOWINIE II;K.Bn-10.04;20.00;6.00;6.00;0.00;Szczegóły
350;;JASKINIA NA WROMBANICY;K.Bs-02.138;16.80;5.00;5.00;0.00;Szczegóły
351;;JASKINIA NA ZAPOŁÓMIU;K.Bs-02.233;1.00;0.00;0.00;0.00;Szczegóły
352;;JASKINIA NAD GRZEBIENIEM;K.Bs-03.41;35.00;0.00;0.00;0.00;Szczegóły GPS
353;;JASKINIA NAD HUTĄ;K.Bż-05.55;3.50;1.00;1.00;0.00;Szczegóły
354;;JASKINIA NAD JEZIORAMI;K.G-02.03;9.20;2.70;2.70;0.00;Szczegóły
355;;JASKINIA NAD KAMIENIOŁOMEM;K.Bn-02.01;25.00;6.00;6.00;0.00;Szczegóły
356;;JASKINIA NAD KOŚCIOŁEM;K.Pr-01.44;21.50;5.00;5.00;0.00;Szczegóły
357;;JASKINIA NAD SADOWE;K.Bs-03.107;14.20;5.30;5.30;0.00;Szczegóły
358;;JASKINIA NAD SZLAKIEM;K.Bs-02.73;11.00;0.00;0.00;0.00;Szczegóły GPS
359;;JASKINIA NAD URWISKIEM W WIŚLE CZARNE;K.Bs-02.176;30.00;9.50;9.50;0.00;Szczegóły GPS
360;;JASKINIA NASZA;K.Bn-10.24;12.00;4.00;4.00;0.00;Szczegóły GPS
361;;JASKINIA NIEDŹWIEDZIA;K.Bsd-02.28;340.00;28.00;28.00;0.00;Szczegóły GPS
362;;JASKINIA NIEPODLEGŁOŚCI I;K.Bs-04.139;20.00;7.00;7.00;0.00;Szczegóły
363;;JASKINIA NIEPODLEGŁOŚCI II;K.Bs-04.140;12.80;6.00;6.00;0.00;Szczegóły
364;;JASKINIA NIESTABILNA;K.Bs-03.224;19.00;6.20;6.20;0.00;Szczegóły
365;;JASKINIA NIEWYPAŁ;K.Bs-02.151;3.50;2.30;2.30;0.00;Szczegóły GPS
366;;JASKINIA NISKA;K.Bs-02.17;60.00;0.00;0.00;0.00;Szczegóły GPS
367;;JASKINIA NOWA;K.Pr-01.10;15.00;0.00;0.00;0.00;Szczegóły
368;;JASKINIA OBLICA;K.Bż-05.09;436.00;21.10;21.10;0.00;Szczegóły GPS
369;;JASKINIA ODGRUZOWANA;K.Bs-02.32 N;11.00;0.00;0.00;0.00;Szczegóły GPS
370;;JASKINIA ODGRUZOWANA SZCZELINA;K.Bs-04.43;68.00;7.10;7.10;0.00;Szczegóły GPS
371;;JASKINIA ODGRUZOWANA W MŁODNIKU;K.Bs-04.131;3.00;1.00;1.00;0.00;Szczegóły
372;;JASKINIA ODKOPANA;K.Bs-02.31;8.00;6.00;6.00;0.00;Szczegóły GPS
373;;JASKINIA ODKOPANA II;K.Bs-02.02;8.50;0.00;0.00;0.00;Szczegóły GPS
374;;JASKINIA ODPUSTOWA;K.Pr-01.47;10.00;0.00;0.00;0.00;Szczegóły
375;;JASKINIA OMSZAŁA;K.Bs-03.182;22.60;0.00;0.00;0.00;Szczegóły GPS
376;;JASKINIA ORANGUTANA;K.Bs-02.232;27.30;9.10;9.10;0.00;Szczegóły
377;;JASKINIA OSIA;K.Bs-04.129;210.00;15.00;12.00;3.00;Szczegóły
378;;JASKINIA OSTRA;K.Bs-02.150 X;205.50;35.22;35.22;0.00;Szczegóły GPS
379;;JASKINIA OSTRA - ROLLING STONES;K.Bs-02.153;885.50;60.00;60.00;0.00;Szczegóły GPS
380;;JASKINIA PAJĘCZA;K.Bs-03. 07;4.50;0.00;0.00;0.00;Szczegóły GPS
381;;JASKINIA PAJĘCZA;K.Pc-01.03;9.00;3.50;0.00;0.00;Szczegóły
382;;JASKINIA PAJĘCZA NA MURONCE;K.Bs-02.119;7.00;1.50;1.50;0.00;Szczegóły GPS
383;;JASKINIA PIĘTROWA W KLIMCZOKU;K.Bs-04.63;130.00;10.00;9.60;0.40;Szczegóły GPS
384;;JASKINIA PŁYTOWA;K.Bs-03.194;20.00;6.00;6.00;0.00;Szczegóły
385;;JASKINIA POD AMBONĄ;K.Bsd-01.06;14.00;0.00;0.00;0.00;Szczegóły
386;;JASKINIA POD BALKONEM;K.Bs-02.16;45.00;10.00;0.00;0.00;Szczegóły GPS
387;;JASKINIA POD BARANIĄ GÓRĄ I;K.Bs-02.01;8.00;0.00;0.00;0.00;Szczegóły GPS
388;;JASKINIA POD BUKIEM;K.Bn-10.06;34.00;8.00;7.00;1.00;Szczegóły
389;;JASKINIA POD CESTĄ;K.Bs-04.124;16.00;5.00;5.00;0.00;Szczegóły
390;;JASKINIA POD HALĄ MIZIOWĄ;K.Bż-03.02;13.00;3.50;3.50;0.00;Szczegóły GPS
391;;JASKINIA POD LASEM I;K.Bn-10.01;17.00;5.00;3.50;1.50;Szczegóły
392;;JASKINIA POD LASEM II;K.Bn-10.02;7.00;5.00;5.00;0.00;Szczegóły
393;;JASKINIA POD OBRYWEM;K.Pc-02.12;14.60;1.80;0.00;0.00;Szczegóły
394;;JASKINIA POD OKAPEM;K.Pr-02.03;12.00;0.00;0.00;0.00;Szczegóły GPS
395;;JASKINIA POD OSTRZEM;K.Bs-04.193;6.00;4.20;4.20;0.00;Szczegóły
396;;JASKINIA POD POLANĄ PUSTAK;K.G-01.05;20.00;5.00;5.00;0.00;Szczegóły
397;;JASKINIA POD RASTOCZNE;K.Bs-02.190;26.70;7.00;7.00;0.00;Szczegóły
398;;JASKINIA POD ROLĄ FLAKOWĄ;K.Bż-05.45;4.00;1.00;1.00;0.00;Szczegóły
399;;JASKINIA POD SKRZYCZNEM;K.Bs-03.126;4.00;3.00;3.00;0.00;Szczegóły
400;;JASKINIA POD SZCZYTEM TARNICY;K.Bsz-02.12 N;16.00;6.00;6.00;0.00;Szczegóły
401;;JASKINIA POD ŚWIERKIEM;K.Bs-02. 10 N;8.50;0.00;0.00;0.00;Szczegóły
402;;JASKINIA POD TRZECIM RAJSZTAKIEM /Rajsztake/;K.Bs-03.81;30.00;3.90;3.90;0.00;Szczegóły GPS
403;;JASKINIA POD TRZECIM RAJSZTAKIEM II;K.Bs-03.95;11.20;5.60;5.60;0.00;Szczegóły
404;;JASKINIA POD UKOŚNĄ PŁYTĄ;K.Bs-03.45;10.00;2.00;2.00;0.00;Szczegóły
405;;JASKINIA POD ZĘBEM;K.Bmk-04.04;16.00;5.00;5.00;0.00;Szczegóły GPS
406;;JASKINIA PODYSZOR;K.Bs-04.135;500.00;25.00;25.00;0.00;Szczegóły
407;;JASKINIA POKORNEGO (SCHRONISKO L-3);K.Bn-09.06;10.00;0.00;0.00;0.00;Szczegóły
408;;JASKINIA POMYLONA;K.Bs-02.269;13.00;6.30;6.30;0.00;Szczegóły
409;;JASKINIA POZIOMA;K.Bs-04.186;28.00;3.30;3.30;0.00;Szczegóły GPS
410;;JASKINIA PÓŁKULI;K.Bs-04.141;51.00;11.50;11.50;0.00;Szczegóły GPS
411;;JASKINIA PRZECHODNIA;K.Bs-03.36;11.00;5.00;0.00;0.00;Szczegóły
412;;JASKINIA PRZED ROZDROŻEM;K.Bż-03.01;27.60;8.14;8.14;0.00;Szczegóły GPS
413;;JASKINIA PRZY KOPCU;K.Bm-02.38;10.00;3.00;2.60;0.40;Szczegóły
414;;JASKINIA PRZY ONDRASZKU;K.Bs-03.47;11.40;1.00;1.00;0.00;Szczegóły
415;;JASKINIA PRZY SZKÓŁCE;K.Bn-10.05;47.00;6.00;6.00;0.00;Szczegóły
416;;JASKINIA PRZY TRASIE FIS;K.Bs-03.43;10.00;3.00;3.00;0.00;Szczegóły
417;;JASKINIA PRZY WODOSPADZIE;K.Bn-06.04;6.00;0.00;0.00;0.00;Szczegóły
418;;JASKINIA PRZYPADKOWA;K.Bs-04.123;14.00;8.00;8.00;0.00;Szczegóły GPS
419;;JASKINIA PUKOWSKIEGO W KOŚCIELCU;K.Bs-03.170;17.10;0.00;0.00;0.00;Szczegóły GPS
420;;JASKINIA PUKOWSKIEGO W KOŚCIELCU /zmiana kodu/;K.Bs-02.185 X;0.00;0.00;0.00;0.00;Szczegóły
421;;JASKINIA REGETOWSKA;K.Bn-03.07;10.00;3.50;3.50;0.00;Szczegóły
422;;JASKINIA RODŻERY;K.Bs-03.98;34.20;9.00;9.00;0.00;Szczegóły
423;;JASKINIA ROZKUTA;K.Bw-02.13;7.00;2.00;2.00;0.00;Szczegóły GPS
424;;JASKINIA ROZTOCZAŃSKA;K.Bsd-01.12;140.00;10.00;10.00;0.00;Szczegóły
425;;JASKINIA ROZWIDLONA;K.Bs-04.199;8.00;0.00;0.00;0.00;Szczegóły
426;;JASKINIA RYBIA;K.Pr-01.37;23.00;7.00;7.00;0.00;Szczegóły
427;;JASKINIA RYSIA;K.Bn-07.01;25.00;6.00;6.00;0.00;Szczegóły
428;;JASKINIA RYSIA;K.Bsd-01.41;20.00;9.30;9.30;0.00;Szczegóły
429;;JASKINIA SAHARA I;K.Bs-04. 27 N;10.00;0.00;0.00;0.00;Szczegóły GPS
430;;JASKINIA SALAMANDER;K.Pr-02.05;17.00;9.00;9.00;0.00;Szczegóły GPS
431;;JASKINIA SALMOPOLSKA;K.Bs-04. 23;1009.50;29.10;28.00;0.00;Szczegóły GPS
432;;JASKINIA SĘKATA;K.Bs-04.192;21.00;5.10;5.10;0.00;Szczegóły GPS
433;;JASKINIA SIEKIERA;K.Bsd-01.01;26.00;8.00;8.00;0.00;Szczegóły
434;;JASKINIA SIEKIERECZKA;K.Bsd-01.43;2.00;0.00;0.00;0.00;Szczegóły
435;;JASKINIA SKALSKA;K.Bsd-01.42;95.50;21.50;21.50;0.00;Szczegóły
436;;JASKINIA SKAMIENIAŁA;K.Pc-01.02;20.00;9.00;8.00;1.00;Szczegóły
437;;JASKINIA SKOŚNA;K.Bs-03.210;4.00;2.10;2.10;0.00;Szczegóły GPS
438;;JASKINIA SKRAJNA;K.Bs-04.194;52.00;12.50;12.30;0.20;Szczegóły
439;;JASKINIA SŁOWIAŃSKA-DRWALI;K.Bn-09.70;601.00;23.80;23.80;0.00;Szczegóły GPS
440;;JASKINIA SOKOLA;K.Pd-01.40;6.00;1.50;0.00;1.50;Szczegóły
441;;JASKINIA SOLNA;K.Bs-04.134;42.00;7.40;7.00;0.00;Szczegóły
442;;JASKINIA SPALONA;K.Pr-01.07;8.00;0.00;0.00;0.00;Szczegóły
443;;JASKINIA SREBRNA;K.Bs-03.39;30.50;6.50;0.00;0.00;Szczegóły GPS
444;;JASKINIA STALAKTYTOWA;K.Bn-09.11;6.00;2.50;2.50;0.00;Szczegóły
445;;JASKINIA STARY SKŁAD KRUCHY W WIŚLE CZARNE;K.Bs-02.174;39.00;7.50;7.50;0.00;Szczegóły GPS
446;;JASKINIA STRZELISTA;K.Bm-02.02;32.50;10.00;10.00;0.00;Szczegóły GPS
447;;JASKINIA SUCHA;K.Bs-03. 13;4.50;0.00;0.00;0.00;Szczegóły GPS
448;;JASKINIA SZELESZCZĄCA;K.Bsd-01.02;5.00;0.00;0.00;0.00;Szczegóły
449;;JASKINIA SZKIELETOWA;K.Pr-01.01;110.00;19.00;16.00;3.00;Szczegóły
450;;JASKINIA SZÓSTEGO PAZURA;K.Bs-02.154;11.00;2.80;2.80;0.00;Szczegóły
451;;JASKINIA SZYDERCÓW;K.Bs-02.171;30.90;10.00;7.60;2.40;Szczegóły
452;;JASKINIA SZYMONOWE DZIURY;K.Bs-03.174;25.60;5.00;5.00;0.00;Szczegóły GPS
453;;JASKINIA ŚWIĘTEGO JANA;K.Bn-09.39;53.00;7.00;7.00;0.00;Szczegóły
454;;JASKINIA ŚWIĘTEGO JUSTA;K.Pr-01.15;8.00;0.00;0.00;0.00;Szczegóły
455;;JASKINIA ŚWIĘTEGO SZCZEPANA;K.Bsd-02.23;41.00;11.00;11.00;0.00;Szczegóły
456;;JASKINIA TAM GDZIE WPADŁY CZOŁGI;K.Bsd-01.13;17.00;5.00;5.00;0.00;Szczegóły
457;;JASKINIA TRIM;K.Bm-02.52;12.00;0.00;0.00;0.00;Szczegóły GPS
458;;JASKINIA TU NIC NIE MA;K.Bs-04.198;8.00;0.00;0.00;0.00;Szczegóły
459;;JASKINIA TUNELOWA;K.Pr-01.03;20.00;9.00;0.00;0.00;Szczegóły
460;;JASKINIA U JAKUBCA;K.Bs-04.06;83.00;13.00;13.00;0.00;Szczegóły GPS
461;;JASKINIA U WRÓBLA (JASKINIA C-7);K.Bn-10.07;8.00;3.00;3.00;0.00;Szczegóły
462;;JASKINIA UKRYTA (JASKINIA L-5);K.Bn-09.16;23.00;5.00;5.00;0.00;Szczegóły
463;;JASKINIA W BIŁEJ I;K.Bs-04. 07;11.00;0.00;0.00;0.00;Szczegóły GPS
464;;JASKINIA W BIŁEJ III;K.Bs-04. 09 N;6.00;0.00;0.00;0.00;Szczegóły GPS
465;;JASKINIA W BORACZEJ;K.Bż-02.01;28.00;8.00;8.00;0.00;Szczegóły GPS
466;;JASKINIA W BROSKACH;K.Bż-05.64;3.00;1.00;1.00;0.00;Szczegóły
467;;JASKINIA W BUCHCICACH;K.Pr-04.01;10.00;1.50;1.50;0.00;Szczegóły
468;;JASKINIA W BUJAKOWSKIM VI;K.Bm-01.21;6.00;0.00;0.00;0.00;Szczegóły
469;;JASKINIA W BUKOWINIE;K.G-01.38;4.50;1.50;1.50;0.00;Szczegóły
470;;JASKINIA W CISOWNICY;K.Ps-01.04;10.00;0.00;0.00;0.00;Szczegóły
471;;JASKINIA W CZARTAKU;K.Bmk-03.03;14.00;2.30;2.30;0.00;Szczegóły GPS
472;;JASKINIA W CZERWONEJ GÓRZE I;K.Pwl-01.01;20.00;7.50;7.50;0.00;Szczegóły GPS
473;;JASKINIA W DIABLIM KAMIENIU II;K.Bn-06.02;10.00;5.00;0.00;0.00;Szczegóły
474;;JASKINIA W DOLINIE SKAWICZANKI I;K.Bż-05.13;3.50;0.50;0.50;0.00;Szczegóły GPS
475;;JASKINIA W DOLINIE SKAWICZANKI II;K.Bż-05.14;2.50;1.00;1.00;0.00;Szczegóły GPS
476;;JASKINIA W DRODZE;K.Bs-02. 88 N;10.00;7.00;7.00;0.00;Szczegóły
477;;JASKINIA W GAŃCZORCE;K.Bs-02.03;7.00;0.00;0.00;0.00;Szczegóły GPS
478;;JASKINIA W GLINNEM;K.Bs-02.77;7.00;0.00;0.00;0.00;Szczegóły
479;;JASKINIA W GŁAZACH;K.Bw-02.18;12.00;5.00;5.00;0.00;Szczegóły GPS
480;;JASKINIA W GOŚCIEJOWIE;K.Bs-03.125;7.50;5.00;5.00;0.00;Szczegóły
481;;JASKINIA W GOŚCIEJOWIE II;K.Bs-03.221;7.00;0.00;0.00;0.00;Szczegóły
482;;JASKINIA W GÓRNYM LESIE;K.Ps-02.01 X;7.00;0.00;0.00;0.00;Szczegóły GPS
483;;JASKINIA W GÓRNYM ZAPADLISKU;K.Bż-04.11;41.00;5.00;5.00;0.00;Szczegóły
484;;JASKINIA W GRABOWEJ I;K.Bs-04.48;7.80;1.40;1.40;0.00;Szczegóły GPS
485;;JASKINIA W GRABOWEJ II;K.Bs-04.50;4.80;2.10;2.10;0.00;Szczegóły
486;;JASKINIA W GRABOWEJ III;K.Bs-04.51;5.00;2.50;2.50;0.00;Szczegóły
487;;JASKINIA W GRABOWEJ IV;K.Bs-04.52;3.10;2.00;2.00;0.00;Szczegóły
488;;JASKINIA W GRABOWEJ V;K.Bs-04.117;9.00;4.50;4.50;0.00;Szczegóły
489;;JASKINIA W GRABOWYM WĄWOZIE I;K.Bs-04.96;8.10;0.80;0.80;0.00;Szczegóły
490;;JASKINIA W GRABOWYM WĄWOZIE II;K.Bs-04.97;11.20;2.80;2.80;0.00;Szczegóły
491;;JASKINIA W GRABOWYM WĄWOZIE III;K.Bs-04.98;7.60;2.90;2.90;0.00;Szczegóły
